,Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
295,Cotton(lint),1998,Kharif     ,West Bengal,200,73,2152.5,19760,58,0.37
2459,Rice,2007,Autumn     ,West Bengal,281618,565825,2007.5,37567841.2,45058.88,1.956111111
10672,Arhar/Tur,2008,Kharif     ,Himachal Pradesh,15,2,1357.1,2145.6,1.35,0.193333333
16302,Other Cereals,2018,Kharif     ,Maharashtra,46642,21610,1387.4,7565332.4,16324.7,0.400740741
14003,Sunflower,2014,Kharif     ,Telangana,1369,1395,746.4,206664.24,451.77,1.013333333
4555,Mesta,2015,Kharif     ,Meghalaya,4469,26263,3870.8,705699.79,1474.77,6.104
2109,Onion,2006,Whole Year ,Karnataka,151289,859132,1146.3,19321118.19,33283.58,6.4348
19540,Groundnut,2014,Winter     ,Odisha,1916,1936,1536.9,289239.36,632.28,1.179230769
12741,Urad,2012,Rabi       ,Madhya Pradesh,6608,3434,1049.5,996486.4,2048.48,0.3575
1199,Potato,2002,Winter     ,West Bengal,346906,6871659,1629.1,32841591.02,86726.5,20.73388889
2650,Rice,2008,Summer     ,Karnataka,343122,1035706,1164.1,49080170.88,30880.98,2.786923077
1012,Urad,2001,Rabi       ,West Bengal,13499,14187,1556.6,1378652.87,3509.74,0.892727273
12846,Tapioca,2012,Kharif     ,Nagaland,1970,39810,1296.6,297076,610.7,20.16636364
19660,Maize,2018,Winter     ,Odisha,67,164,1635.9,10867.4,23.45,2.231
13306,Tobacco,2013,Whole Year ,Maharashtra,1500,1800,1409.8,216735,405,1.2
14560,Maize,2015,Kharif     ,Telangana,454308,1161260,747.9,71739776.28,149921.64,2.983333333
10542,Moong(Green Gram),2008,Summer     ,Bihar,162664,108935,1197.7,23267458.56,14639.76,0.639428571
15983,Other  Rabi pulses,2017,Rabi       ,West Bengal,543,384,1830,85489.92,206.34,0.81
7708,Maize,2001,Rabi       ,Mizoram,1884,2887,2406.4,192412.92,489.84,1.6025
4938,Dry chillies,2016,Summer     ,Karnataka,4468,10308,1147.2,684721,1563.8,2.288461538
11301,Garlic,2009,Whole Year ,Uttarakhand,2835,20716,847.8,441749.7,481.95,5.318181818
10528,Garlic,2008,Whole Year ,Bihar,2522,4014,1197.7,360746.88,226.98,1.587142857
902,Turmeric,2001,Whole Year ,Karnataka,7058,36369,1002.9,720833.54,1835.08,4.797272727
18118,Rice,2014,Kharif     ,Jammu and Kashmir,275861,344823,1278.4,41643976.56,91034.13,1.098947368
936,Mesta,2001,Kharif     ,Meghalaya,4550,24526,4241,464691.5,1183,4.96
4410,Arhar/Tur,2015,Rabi       ,Andhra Pradesh,4995,3472,940.7,788760.45,1648.35,0.643
15954,Turmeric,2017,Whole Year ,Uttarakhand,800,1804,1475.8,125952,304,2.174545455
18070,Jowar,2013,Summer     ,Puducherry,1,2,1083.2,144.49,0.27,2
1349,Onion,2003,Whole Year ,Karnataka,101221,360469,867.6,10018854.58,24293.04,6.0956
13908,Horse-gram,2014,Kharif     ,Nagaland,450,480,1333.3,67932,148.5,1.046363636
361,Banana,1999,Whole Year ,Goa,1950,14500,3879.3,206953.5,526.5,7.44
17152,Tobacco,2019,Kharif     ,Telangana,1358,4173,1031.7,233250.08,502.46,3.01
18127,Cashewnut,2014,Kharif     ,Puducherry,144,44,1330,21738.24,47.52,0.4
11022,Other  Rabi pulses,2009,Rabi       ,Chhattisgarh,1877,252,956.9,292474.14,319.09,0.464444444
961,Other  Rabi pulses,2001,Rabi       ,Puducherry,116,91,1434.5875,11847.08,30.16,0.68
1153,Onion,2002,Whole Year ,Tamil Nadu,23492,198715,315.9,2223987.64,5873,8.54625
2970,Potato,2009,Rabi       ,Karnataka,5890,86967,1321,917779.8,1001.3,15.23416667
19174,Rice,2013,Kharif     ,Arunachal Pradesh,131989,184104,2042.9,19071090.61,35637.03,1.300588235
2065,Rice,2006,Autumn     ,Assam,379441,335708,1774.9,48458410.11,83477.02,1.028148148
6511,Cotton(lint),1998,Kharif     ,Maharashtra,3199100,2618900,1314.8,316071080,927739,1.040434783
2068,Sesamum,2006,Kharif     ,Assam,13378,7586,1774.9,1708504.38,2943.16,0.496666667
15987,Potato,2017,Summer     ,West Bengal,1130,12440,1830,177907.2,429.4,7.6
2515,Urad,2008,Rabi       ,Puducherry,124,79,1434.5875,17736.96,11.16,0.525
12387,Guar seed,2011,Kharif     ,Uttar Pradesh,2352,1924,777.4,394007.04,776.16,0.812419355
19431,Other  Rabi pulses,2010,Rabi       ,Goa,7370,7836,4193.3,1224230.7,1768.8,1.03
9567,Sunflower,2005,Rabi       ,Nagaland,300,300,1568.6,35976,63,1
12987,Rice,2012,Autumn     ,Jharkhand,148761,129693,1102,22433158.8,46115.91,0.761304348
4039,Banana,2013,Kharif     ,Meghalaya,7039,86432,2448.4,1017065.11,1900.53,10.12363636
2337,Moong(Green Gram),2007,Kharif     ,Karnataka,520630,117008,1323.3,69452042,83300.8,0.217391304
6337,Dry chillies,1998,Kharif     ,Andhra Pradesh,161400,395000,1048.3,15946320,46806,2.289
15606,Soyabean,2017,Kharif     ,Jharkhand,1923,1536,1165.7,302757.12,730.74,0.857692308
9929,Small millets,2006,Kharif     ,Nagaland,25000,17250,1362.5,3192750,5500,0.69375
8768,Garlic,2003,Whole Year ,Uttarakhand,2747,17920,1734.3,271898.06,659.28,4.46173913
8115,Bajra,2002,Kharif     ,Madhya Pradesh,167581,124680,800.8,15864893.27,41895.25,0.475882353
670,Jute,2000,Kharif     ,Meghalaya,4220,35816,6258.8,414277.4,1097.2,7.133333333
10259,Horse-gram,2007,Kharif     ,Himachal Pradesh,2422,1097,1095.4,323094.8,387.52,0.444
4507,Arecanut,2015,Rabi       ,Assam,65102,55232,2155.3,10280256.82,21483.66,0.895185185
15928,Gram,2017,Rabi       ,Uttarakhand,530,440,1475.8,83443.2,201.4,0.733333333
4791,Sugarcane,2016,Whole Year ,Andhra Pradesh,102732,7830250,890,15743679,35956.2,86.50846154
5686,Gram,2018,Whole Year ,Kerala,690.86,546,2989.7,112057.492,241.801,0.70375
15047,Banana,2016,Whole Year ,Manipur,8194,109822,2039.8,1255730.5,2867.9,13.55111111
13154,Other Kharif pulses,2013,Kharif     ,Gujarat,19662,9245,1006.5,2840962.38,5308.74,0.468421053
16784,Rapeseed &Mustard,2019,Rabi       ,Gujarat,172618,333540,1067.8,29648867.68,63868.66,1.873636364
7772,Other  Rabi pulses,2001,Rabi       ,Odisha,35620,21120,1672.5,3637870.6,9261.2,0.62
18378,Other Kharif pulses,2019,Kharif     ,Jammu and Kashmir,4237,3582,1324.1,727747.12,1567.69,1.08
9030,Rapeseed &Mustard,2004,Rabi       ,Haryana,699824,824000,484.6,75818932.16,146963.04,1.196842105
10511,Gram,2007,Rabi       ,Jharkhand,14932.22,11971,1444.7,1991958.148,2389.1552,0.88
15898,Maize,2017,Kharif     ,Uttar Pradesh,664457,1456460,652.1,104612110.1,252493.66,1.973013699
13821,Soyabean,2014,Kharif     ,Madhya Pradesh,5571000,6350000,891.2,840998160,1838430,1.189583333
16359,Rice,2018,Autumn     ,Mizoram,18957,23372,1665.2,3074825.4,6634.95,1.215
15291,Other Cereals,2016,Rabi       ,Uttarakhand,798,678,1580.9,122293.5,279.3,1.424
17307,Small millets,2019,Rabi       ,West Bengal,4380,4830,1733.4,752308.8,1620.6,1.28
3226,Groundnut,2010,Rabi       ,Karnataka,187013,168264,1317.7,31064729.43,44883.12,1.024482759
11753,Jute,2010,Kharif     ,Nagaland,3000,5400,1771.8,498330,720,1.8
16910,Rapeseed &Mustard,2019,Rabi       ,Madhya Pradesh,675079,1038355,1446.7,115951569,249779.23,1.3
14725,Maize,2015,Rabi       ,West Bengal,52130,284572,1717,8231848.3,17202.9,3.6
10756,Niger seed,2008,Kharif     ,Maharashtra,38000,10300,1052.8,5435520,3420,0.446666667
1059,Sugarcane,2002,Whole Year ,Andhra Pradesh,232471,15387218,648.1,22008029.57,58117.75,69.35666667
10404,Guar seed,2007,Kharif     ,Punjab,21900,18200,527.2,2921460,3504,0.772
7012,Moong(Green Gram),1999,Kharif     ,Uttar Pradesh,26715,7518,883.4,2835262.95,7213.05,0.322295082
18485,Ginger,2001,Kharif     ,Manipur,2140,3530,2013.1,218558.2,556.4,1.645
2408,Groundnut,2007,Whole Year ,Tamil Nadu,535211,1047586,1067.2,71397147.4,85633.76,1.850357143
12644,Horse-gram,2012,Kharif     ,Haryana,343,136,307.9,51724.4,106.33,0.26
12343,Groundnut,2011,Kharif     ,Punjab,1700,2900,705.2,284784,561,1.375
6569,Ginger,1998,Kharif     ,Tamil Nadu,600,19006,1077.1,59280,174,31.69166667
14356,Soyabean,2015,Kharif     ,Himachal Pradesh,554,925,1223.2,87482.14,182.82,1.657142857
16293,Jowar,2018,Kharif     ,Maharashtra,530306,429671,1387.4,86015633.2,185607.1,0.718846154
8827,Moong(Green Gram),2004,Rabi       ,Andhra Pradesh,150094,48901,781.8,16261183.96,31519.74,0.368421053
12216,Sannhamp,2011,Kharif     ,Madhya Pradesh,3283,4400,852.6,549968.16,1083.39,1.528974359
5321,Sunflower,2017,Kharif     ,Karnataka,111388,112325,1111.7,17536926.72,42327.44,0.952173913
5746,Rice,2018,Summer     ,Tamil Nadu,236904,992095,986.2,38425828.8,82916.4,3.997333333
13315,Groundnut,2013,Kharif     ,Manipur,3370,2861,1428.8,486931.3,909.9,0.851111111
2171,Ginger,2006,Whole Year ,Tamil Nadu,669,12468,927.9,85437.99,147.18,18.65625
17592,Bajra,2003,Kharif     ,Jammu and Kashmir,16696,9978,1430.3,1652570.08,4007.04,0.616
12766,Sesamum,2012,Rabi       ,Maharashtra,900,290,1003.4,135720,279,0.33
7595,Potato,2001,Whole Year ,Haryana,9616,203100,483.8,982082.08,2500.16,19.08055556
19024,Soyabean,1998,Kharif     ,Arunachal Pradesh,2720,3390,3616.7,268736,788.8,1.425384615
15636,Other  Rabi pulses,2017,Rabi       ,Madhya Pradesh,61070,55220,800,9614860.8,23206.6,0.678571429
9690,Garlic,2006,Whole Year ,Chhattisgarh,896,2626,1317.2,114428.16,197.12,3.061666667
10142,Turmeric,2007,Whole Year ,Bihar,3432,3419,1600.2,457828.8,549.12,0.9985
2760,Gram,2008,Rabi       ,West Bengal,21692,22543,1560.1,3102823.68,1952.28,1.025833333
13994,Rice,2014,Kharif     ,Telangana,920307,2854873,746.4,138929544.7,303701.31,2.958888889
103,Linseed,1997,Whole Year ,West Bengal,16486,4210,1852.9,1568972.62,5110.66,0.251538462
8979,Arhar/Tur,2004,Kharif     ,Gujarat,254400,236000,719.8,27561696,53424,0.955
16488,Jowar,2018,Kharif     ,Tripura,563,450,2169.1,91318.6,197.05,0.77875
8333,Rapeseed &Mustard,2002,Rabi       ,Uttarakhand,11423,6497,1610.3,1081415.41,2855.75,0.480769231
2698,Linseed,2008,Rabi       ,Meghalaya,90,43,3114.3,12873.6,8.1,0.48
9071,Urad,2004,Rabi       ,Madhya Pradesh,5292,2178,895.7,573335.28,1111.32,0.28
17972,Barley,2012,Rabi       ,Jammu and Kashmir,11889,6937,1116.7,1792861.2,3685.59,0.728888889
12852,Barley,2012,Rabi       ,Punjab,13000,47000,338.9,1960400,4030,3.5
13760,Rapeseed &Mustard,2014,Rabi       ,Haryana,480000,689000,301.3,72460800,158400,1.211052632
1703,Rice,2005,Rabi       ,Andhra Pradesh,1455643,5326634,1075.5,174560708.6,305685.03,3.132272727
3823,Tobacco,2012,Rabi       ,Meghalaya,775,717,2945.3,116870,240.25,1.0175
1068,Arecanut,2002,Whole Year ,Assam,73664,51631,1973.6,6973770.88,18416,0.711304348
8965,Turmeric,2004,Whole Year ,Chhattisgarh,738,642,1122.8,79954.92,154.98,1.040625
3382,Sweet potato,2011,Whole Year ,Assam,6558,25769,1743.4,1098596.16,2164.14,4.177777778
5253,Groundnut,2017,Kharif     ,Goa,280,651,2772.5,44083.2,106.4,2.33
13384,Cotton(lint),2013,Kharif     ,Punjab,446000,1495000,586.6,64442540,120420,3.409090909
9516,Urad,2005,Kharif     ,Maharashtra,468400,198700,1387.2,56170528,98364,0.526363636
19184,Rice,2014,Kharif     ,Arunachal Pradesh,127200,189992,2403.2,19202112,41976,1.447058824
17012,Rice,2019,Kharif     ,Nagaland,211280,528920,1593,36289452.8,78173.6,2.459090909
11705,Dry chillies,2010,Whole Year ,Manipur,8210,61661,2160.5,1363763.1,1970.4,7.55
13409,Cowpea(Lobia),2013,Kharif     ,Telangana,2162,1209,1348.7,312387.38,583.74,0.515
12169,Peas & beans (Pulses),2011,Kharif     ,Himachal Pradesh,1295,1705,1108.3,216938.4,427.35,1.331666667
34,Dry chillies,1997,Kharif     ,Karnataka,186579,139206,1266.7,17756723.43,57839.49,1.078333333
15575,Ragi,2017,Kharif     ,Himachal Pradesh,1817,1918,1182.2,286068.48,690.46,0.924285714
2372,Banana,2007,Whole Year ,Kerala,59341,439803,3489.6,7916089.4,9494.56,7.534285714
5010,Rice,2016,Winter     ,Kerala,72253,141397,2924.3,11072772.25,25288.55,2.102142857
4315,Rice,2014,Summer     ,Kerala,45188,146165,3046.4,6821580.48,14912.04,2.801428571
8207,Arhar/Tur,2002,Kharif     ,Mizoram,101,75,2627,9561.67,25.25,0.653333333
2622,Groundnut,2008,Rabi       ,Karnataka,155886,121999,1164.1,22297933.44,14029.74,0.898928571
5764,Bajra,2019,Kharif     ,Andhra Pradesh,20484,47045,899.2,3518331.84,7579.08,2.004545455
939,Rice,2001,Kharif     ,Meghalaya,107761,188971,4241,11005630.93,28017.86,1.751428571
398,Castor seed,1999,Kharif     ,Meghalaya,27,14,6200.3,2865.51,7.29,0.515
17421,Rice,1999,Kharif     ,Delhi,8105,15279,365.9,860183.65,2188.35,1.89
6108,Urad,2019,Rabi       ,Tamil Nadu,362726,281577,910.1,62301817.76,134208.62,0.759
18928,Cotton(lint),2002,Kharif     ,Tripura,1370,1584,2579.8,129697.9,342.5,1.06
11308,Moong(Green Gram),2009,Kharif     ,Uttarakhand,8,6,847.8,1246.56,1.36,0.855
2148,Ragi,2006,Kharif     ,Kerala,516,417,3429.7,65898.36,113.52,0.7225
16171,Jowar,2018,Kharif     ,Haryana,40300,21300,533.2,6536660,14105,0.584
4637,Rice,2015,Rabi       ,Karnataka,29329,71420,1024.9,4631342.39,9678.57,2.456428571
13831,Groundnut,2014,Summer     ,Maharashtra,82700,126000,1001.6,12484392,27291,1.4928
11220,Bajra,2009,Kharif     ,Punjab,3000,4000,371.3,467460,510,1.333333333
12423,Maize,2011,Summer     ,Uttarakhand,47,94,1564.7,7873.44,15.51,1.873333333
8610,other oilseeds,2003,Kharif     ,Maharashtra,25600,4700,1037.4,2533888,6144,0.201904762
19063,Potato,2002,Whole Year ,Arunachal Pradesh,4335,30183,2832.8,410394.45,1083.75,6.894
3135,Peas & beans (Pulses),2010,Rabi       ,Assam,22401,13365,2578.5,3721030.11,5376.24,0.604814815
13247,Khesari,2013,Rabi       ,Madhya Pradesh,46730,26122,1451.4,6752017.7,12617.1,0.629642857
4843,Banana,2016,Whole Year ,Assam,49266,854853,2296.8,7550014.5,17243.1,16.79111111
1215,Tobacco,2002,Whole Year ,West Bengal,7757,4205,1629.1,734355.19,1939.25,0.67
17010,Ragi,2019,Kharif     ,Nagaland,350,340,1593,60116,129.5,0.982857143
3249,Potato,2010,Rabi       ,Karnataka,5944,69194,1317.7,987357.84,1426.56,12.75454545
1088,Rice,2002,Autumn     ,Assam,464497,444884,1973.6,43973930.99,116124.25,1.076521739
6778,Linseed,1999,Rabi       ,Karnataka,20710,6985,1203.8,2197952.3,5591.7,0.323571429
8625,Sweet potato,2003,Whole Year ,Manipur,102,673,687.7,10095.96,24.48,6.59
18594,Sugarcane,2006,Summer     ,Manipur,10,330,1533.561905,1277.1,2.2,33
5854,Ragi,2019,Rabi       ,Puducherry,4,10,1317,687.04,1.48,2.5
10802,Gram,2008,Rabi       ,Nagaland,250,200,1540.9,35760,22.5,0.855
9902,Sunflower,2006,Kharif     ,Maharashtra,121400,64200,1439.4,15503994,26708,0.583478261
11629,Cotton(lint),2010,Kharif     ,Madhya Pradesh,586270,1006894,856.3,97385309.7,140704.8,1.465555556
5806,Rapeseed &Mustard,2019,Rabi       ,Andhra Pradesh,1882,912,899.2,323252.32,696.34,0.375
13023,Rice,2012,Summer     ,West Bengal,1228263,4065052,1566,185222060.4,380761.53,3.206111111
19470,Ragi,2011,Kharif     ,Goa,150,137,3340.395455,25128,49.5,0.93
14024,Moong(Green Gram),2014,Rabi       ,Tripura,619,381,2015.7,93444.24,204.27,0.60375
2649,Rice,2008,Rabi       ,Karnataka,40982,89072,1164.1,5862065.28,3688.38,2.514166667
1465,Rapeseed &Mustard,2003,Rabi       ,Tamil Nadu,376,93,345.6,37216.48,90.24,0.386666667
5610,Bajra,2018,Kharif     ,Karnataka,193010,175359,1419.1,31306222,67553.5,0.9675
1324,Black pepper,2003,Whole Year ,Karnataka,10694,23561,867.6,1058492.12,2566.56,2.220833333
1778,Maize,2005,Summer     ,Karnataka,11990,37005,1316.2,1437840.8,2517.9,3.096666667
13487,Ginger,2013,Kharif     ,Uttar Pradesh,813,4168,995.2,117470.37,219.51,5.093333333
9919,Moong(Green Gram),2006,Kharif     ,Nagaland,1000,1260,1362.5,127710,220,1.20375
5502,Moong(Green Gram),2018,Summer     ,Puducherry,660,274,1693.9,107052,231,0.66
2597,Tapioca,2008,Whole Year ,Assam,3045,14397,2109.9,435556.8,274.05,4.509615385
7444,Peas & beans (Pulses),2000,Rabi       ,Uttarakhand,3402,2598,1413.4,333974.34,884.52,0.681538462
12089,Jowar,2011,Kharif     ,Gujarat,68200,80400,890.5,11424864,22506,1.107857143
1482,Cotton(lint),2003,Kharif     ,West Bengal,1429,2772,1526.7,141442.42,342.96,2.55
132,Black pepper,1998,Kharif     ,Puducherry,12,7,1434.5875,1185.6,3.48,0.58
19291,Rice,2006,Summer     ,Odisha,315000,720000,1716.9,40228650,69300,2.012
11272,Maize,2009,Kharif     ,Uttar Pradesh,674808,982139,585.8,105148582.6,114717.36,1.431
5972,Gram,2019,Rabi       ,Karnataka,908637,674750,1422.3,156067491.1,336195.69,0.7125
2765,Jowar,2008,Kharif     ,West Bengal,1126,469,1560.1,161063.04,101.34,0.4
10476,Dry chillies,2007,Kharif     ,Uttarakhand,5671,2000,1924.3,756511.4,907.36,0.3025
18145,Ragi,2014,Summer     ,Puducherry,32,58,1330,4830.72,10.56,1.81
6229,Ragi,1997,Whole Year ,Gujarat,18900,17900,798.9,1798713,5859,0.96
10722,Niger seed,2008,Kharif     ,Madhya Pradesh,100298,23010,895,14346625.92,9026.82,0.239230769
1834,Sugarcane,2005,Whole Year ,Kerala,1222,91650,3030.9,146542.24,256.62,66.14538462
10437,Barley,2007,Rabi       ,Uttar Pradesh,155298,327908,672.9,20716753.2,24847.68,1.986571429
341,Linseed,1999,Rabi       ,Assam,10248,5323,2201.8,1087620.24,2766.96,0.502727273
5262,Arecanut,2017,Whole Year ,Karnataka,279459,3030925,1111.7,43998024.96,106194.42,10.92
14049,Maize,2014,Kharif     ,Uttar Pradesh,642726,1142861,616.4,97025916.96,212099.58,1.693783784
6490,Arhar/Tur,1998,Kharif     ,Madhya Pradesh,352700,330500,962.7,34846760,102283,0.917166667
14993,Other Kharif pulses,2016,Kharif     ,Madhya Pradesh,2000,2000,1048.4,306500,700,1
9020,Groundnut,2004,Kharif     ,Haryana,2071,1500,484.6,224372.14,434.91,0.58
13717,Moong(Green Gram),2014,Kharif     ,Gujarat,82314,40681,605.6,12426121.44,27163.62,0.5490625
18258,Rice,2017,Kharif     ,Delhi,5854,16837,533.7,921653.76,2224.52,2.88
2230,Sugarcane,2006,Whole Year ,West Bengal,16583,1266705,1631.4,2117814.93,3648.26,79.200625
5017,Turmeric,2016,Whole Year ,Kerala,2632,6506,2924.3,403354,921.2,2.429285714
3011,Sesamum,2009,Kharif     ,Kerala,608,206,2821.5,94738.56,103.36,0.28
8850,Tobacco,2004,Whole Year ,Andhra Pradesh,189484,585193,781.8,20528696.56,39791.64,4.54547619
4607,Groundnut,2015,Kharif     ,Karnataka,406076,273701,1024.9,64123461.16,134005.08,0.726071429
4544,Cashewnut,2015,Rabi       ,Meghalaya,9498,18503,3870.8,1499829.18,3134.34,1.722
9480,Sunflower,2005,Kharif     ,Madhya Pradesh,1098,571,1032.7,131672.16,230.58,0.327368421
12616,Other Cereals,2012,Rabi       ,Gujarat,33700,35300,460.6,5081960,10447,1.950555556
4653,Urad,2015,Summer     ,Karnataka,3911,1979,1024.9,617586.01,1290.63,0.485
3350,Turmeric,2011,Kharif     ,Puducherry,2,3,1434.5875,335.04,0.66,1.5
13353,Cotton(lint),2013,Kharif     ,Nagaland,120,70,1350.9,17338.8,32.4,0.585
15403,Garlic,2017,Whole Year ,Bihar,1690,2560,1112,266073.6,642.2,1.531851852
9274,Dry chillies,2005,Whole Year ,Bihar,3107,3029,907.8,372591.44,652.47,0.936774194
657,Sugarcane,2000,Whole Year ,Kerala,3367,275550,2412.6,330538.39,875.42,90.19
16320,Urad,2018,Kharif     ,Maharashtra,366614,154473,1387.4,59464790.8,128314.9,0.41137931
14883,Maize,2016,Kharif     ,Gujarat,321379,539081,710.5,49251331.75,112482.65,1.789545455
2603,Arhar/Tur,2008,Kharif     ,Karnataka,596622,313730,1164.1,85340810.88,53695.98,0.546153846
5594,Arecanut,2018,Whole Year ,Goa,1836,3296,4406,297799.2,642.6,1.895
9390,Rapeseed &Mustard,2005,Rabi       ,Gujarat,314400,491800,942.4,37702848,66024,1.431363636
17451,Ginger,2000,Kharif     ,Jammu and Kashmir,40,48,989.5,3926.8,10.4,1.415
16223,Bajra,2018,Kharif     ,Jharkhand,130,75,1222.7,21086,45.5,0.6025
15967,Groundnut,2017,Rabi       ,West Bengal,10955,22997,1830,1724755.2,4162.9,1.914
12428,Other  Rabi pulses,2011,Rabi       ,Uttarakhand,23,14,1564.7,3852.96,7.59,0.615
4002,Tobacco,2013,Whole Year ,Karnataka,108796,89519,1235.6,15719934.04,29374.92,0.886153846
17164,Groundnut,2019,Rabi       ,Tripura,1160,1749,2252.8,199241.6,429.2,1.48875
16832,Dry chillies,2019,Kharif     ,Himachal Pradesh,583,276,1217.7,100136.08,215.71,0.484
13484,Cotton(lint),2013,Kharif     ,Uttar Pradesh,3901,884,995.2,563655.49,1053.27,0.22125
451,Groundnut,1999,Rabi       ,West Bengal,6098,9269,2318.1,647180.74,1646.46,1.525
17197,Cotton(lint),2019,Kharif     ,Uttar Pradesh,3185,7429,814.5,547055.6,1178.45,2.305555556
13032,Soyabean,2012,Kharif     ,West Bengal,543,439,1566,81884.4,168.33,0.7
11005,Garlic,2009,Whole Year ,Chhattisgarh,990,2519,956.9,154261.8,168.3,2.681428571
10353,Castor seed,2007,Kharif     ,Meghalaya,28,15,4702,3735.2,4.48,0.525
5876,Castor seed,2019,Kharif     ,Assam,748,345,2084.7,128476.48,276.76,0.632272727
19186,Sugarcane,2014,Whole Year ,Arunachal Pradesh,1790,34900,2403.2,270218.4,590.7,20.19111111
10160,Khesari,2007,Rabi       ,Chhattisgarh,428553,553008,1246.2,57168970.2,68568.48,0.754
5509,Ragi,2018,Rabi       ,Puducherry,1,3,1693.9,162.2,0.35,3
537,Tapioca,2000,Whole Year ,Andhra Pradesh,21506,166124,935.6,2111244.02,5591.56,7.528
6296,Rapeseed &Mustard,1997,Rabi       ,Punjab,72000,63000,690.1,6852240,22320,0.925882353
18358,Barley,2019,Kharif     ,Jammu and Kashmir,933,330,1324.1,160252.08,345.21,0.35
11147,Other  Rabi pulses,2009,Rabi       ,Maharashtra,99100,43800,1002.4,15441762,16847,0.513461538
8577,Arhar/Tur,2003,Kharif     ,Maharashtra,1046300,693000,1037.4,103562774,251112,0.59125
2439,Groundnut,2007,Summer     ,West Bengal,52923,107871,2007.5,7059928.2,8467.68,1.543888889
1845,Ginger,2005,Kharif     ,Meghalaya,9625,53609,3374.4,1154230,2021.25,6.558571429
7148,Wheat,2000,Rabi       ,Gujarat,286100,649000,379.7,28086437,74386,2.346842105
7288,Other  Rabi pulses,2000,Rabi       ,Nagaland,6500,5700,1631.8,638105,1690,0.91875
14521,Gram,2015,Rabi       ,Punjab,1700,2180,512.6,268447,561,1.2575
7452,Small millets,2000,Kharif     ,Uttarakhand,73164,80384,1413.4,7182509.88,19022.64,1.115454545
2694,Dry chillies,2008,Whole Year ,Meghalaya,1875,1423,3114.3,268200,168.75,0.97
14221,Cotton(lint),2015,Whole Year ,Chhattisgarh,49,94,1136,7737.59,16.17,2.0325
3437,Sweet potato,2011,Whole Year ,Andhra Pradesh,980,12599,861.9,164169.6,323.4,12.91733333
9951,Rapeseed &Mustard,2006,Rabi       ,Punjab,41000,46000,569.6,5236110,9020,1.067222222
1040,Moong(Green Gram),2002,Kharif     ,Andhra Pradesh,355292,87862,648.1,33635493.64,88823,0.217272727
4917,Rice,2016,Kharif     ,Goa,27630,77109,3266.9,4234297.5,9670.5,2.795
14677,Peas & beans (Pulses),2015,Rabi       ,Uttarakhand,4983,4666,1247.6,786865.53,1644.39,0.736923077
4374,Ginger,2014,Whole Year ,Tamil Nadu,311,1316,911.3,46948.56,102.63,4.132222222
14564,Moong(Green Gram),2015,Rabi       ,Telangana,152891,213712,747.9,24143017.81,50454.03,1.04
9423,Arhar/Tur,2005,Kharif     ,Himachal Pradesh,43,20,1248.1,5156.56,9.03,0.3675
1879,Gram,2005,Rabi       ,Tamil Nadu,5907,4007,1364.1,708367.44,1240.47,0.493125
14919,Horse-gram,2016,Kharif     ,Haryana,200,100,554.7,30650,70,0.5
5394,Other Kharif pulses,2017,Kharif     ,Tamil Nadu,29294,19342,970.9,4612047.36,11131.72,0.671818182
3633,Niger seed,2012,Rabi       ,Andhra Pradesh,8273,5813,968.7,1247568.4,2564.63,0.63
7272,Soyabean,2000,Kharif     ,Mizoram,1194,1591,2834.3,117214.98,310.44,1.45
12739,Turmeric,2012,Whole Year ,Madhya Pradesh,1435,1542,1049.5,216398,444.85,1.071388889
1697,Other Kharif pulses,2005,Kharif     ,Andhra Pradesh,14585,3836,1075.5,1749033.2,3062.85,0.274666667
16085,Horse-gram,2018,Kharif     ,Chhattisgarh,37505,14524,1515.5,6083311,13126.75,0.407826087
17650,Jute,2004,Autumn     ,Odisha,2520,24728,1290.4,273016.8,529.2,8.1725
14345,Other  Rabi pulses,2015,Rabi       ,Himachal Pradesh,10078,39978,1223.2,1591416.98,3325.74,3.968333333
198,Dry chillies,1998,Whole Year ,Karnataka,170319,146498,1260.8,16827517.2,49392.51,1.123703704
520,Onion,2000,Rabi       ,Andhra Pradesh,13248,308617,935.6,1300556.16,3444.48,22.5085
18423,Onion,1998,Autumn     ,Manipur,60,120,1855,5928,17.4,2
7156,Gram,2000,Rabi       ,Haryana,124536,80000,383.7,12225699.12,32379.36,0.648947368
11345,Rice,2009,Autumn     ,Jharkhand,157262,87970,996.1,24504564.84,26734.54,0.515217391
4003,Turmeric,2013,Whole Year ,Karnataka,13356,63617,1235.6,1929808.44,3606.12,4.687
5187,Dry chillies,2017,Whole Year ,Assam,20242,18994,2098.563636,3186900.48,7691.96,0.851851852
7151,Barley,2000,Rabi       ,Haryana,44116,118000,383.7,4330867.72,11470.16,1.613157895
19391,Urad,2009,Winter     ,Odisha,93222,30271,1330.3,14525852.04,15847.74,0.299655172
19636,Potato,2017,Winter     ,Odisha,3966,41812,1344.4,624407.04,1507.08,11.95545455
17824,Moong(Green Gram),2007,Kharif     ,Jammu and Kashmir,864,421,1042.2,115257.6,138.24,0.504285714
13098,Masoor,2013,Rabi       ,Chhattisgarh,16245,5298,1418.3,2347240.05,4386.15,0.320454545
